origin,airline,weekday,duration(min),dep_minutes,route_weekday,pred_price
ZRH,JU,Friday,615,570.0,ZRH_Friday,147.49104
ZRH,JU,Friday,745,1240.0,ZRH_Friday,145.30394
ZRH,TP,Friday,965,1080.0,ZRH_Friday,159.40642
ZRH,JU,Friday,1080,905.0,ZRH_Friday,148.09148
ZRH,A3,Friday,905,1160.0,ZRH_Friday,153.72496
ZRH,AF,Friday,275,715.0,ZRH_Friday,154.47847
ZRH,UX,Saturday,330,665.0,ZRH_Saturday,123.90508
ZRH,AZ,Saturday,310,645.0,ZRH_Saturday,136.10275
ZRH,AZ,Saturday,935,1155.0,ZRH_Saturday,133.33395
ZRH,IB,Saturday,110,580.0,ZRH_Saturday,134.91302
ZRH,IB,Saturday,110,1295.0,ZRH_Saturday,134.81453
ZRH,VY,Saturday,110,580.0,ZRH_Saturday,135.04861
ZRH,VY,Saturday,110,1295.0,ZRH_Saturday,135.3456
ZRH,JU,Saturday,1385,1240.0,ZRH_Saturday,141.12666
ZRH,TP,Saturday,1065,1080.0,ZRH_Saturday,161.10991
ZRH,AF,Saturday,450,540.0,ZRH_Saturday,157.88359
ZRH,IB,Saturday,330,895.0,ZRH_Saturday,156.14243
ZRH,AF,Saturday,275,715.0,ZRH_Saturday,153.60548
ZRH,TP,Saturday,965,1080.0,ZRH_Saturday,160.70815
ZRH,UX,Saturday,1310,665.0,ZRH_Saturday,143.70477
ZRH,AF,Saturday,290,855.0,ZRH_Saturday,152.90468
ZRH,UX,Sunday,330,665.0,ZRH_Sunday,123.69928
ZRH,AZ,Sunday,310,645.0,ZRH_Sunday,135.79305
ZRH,AZ,Sunday,935,1155.0,ZRH_Sunday,134.07254
ZRH,A3,Sunday,905,1160.0,ZRH_Sunday,151.81815
ZRH,IB,Sunday,110,580.0,ZRH_Sunday,133.97849
ZRH,IB,Sunday,110,1295.0,ZRH_Sunday,134.17638
ZRH,VY,Sunday,110,580.0,ZRH_Sunday,134.27124
ZRH,VY,Sunday,110,1295.0,ZRH_Sunday,134.61969
ZRH,JU,Sunday,615,570.0,ZRH_Sunday,145.41438
ZRH,JU,Sunday,1080,905.0,ZRH_Sunday,141.19055
ZRH,JU,Sunday,1385,1240.0,ZRH_Sunday,137.49876
ZRH,JU,Sunday,745,1240.0,ZRH_Sunday,142.48843
ZRH,TP,Sunday,455,370.0,ZRH_Sunday,160.54018
ZRH,IB,Sunday,740,1180.0,ZRH_Sunday,157.89659
ZRH,AF,Sunday,275,715.0,ZRH_Sunday,152.58696
ZRH,UX,Monday,330,665.0,ZRH_Monday,122.6671
ZRH,AZ,Monday,310,645.0,ZRH_Monday,136.06679
ZRH,AZ,Monday,935,1155.0,ZRH_Monday,133.85306
ZRH,UX,Monday,1325,1110.0,ZRH_Monday,133.9782
ZRH,IB,Monday,110,580.0,ZRH_Monday,133.72346
ZRH,IB,Monday,110,1295.0,ZRH_Monday,134.02148
ZRH,VY,Monday,110,580.0,ZRH_Monday,134.01622
ZRH,VY,Monday,110,1295.0,ZRH_Monday,134.4648
ZRH,AF,Monday,245,1130.0,ZRH_Monday,151.56712
ZRH,AF,Monday,270,890.0,ZRH_Monday,151.82951
ZRH,AF,Monday,280,390.0,ZRH_Monday,152.72157
ZRH,AF,Monday,380,645.0,ZRH_Monday,153.82301
ZRH,AF,Monday,450,390.0,ZRH_Monday,154.8535
ZRH,AF,Monday,485,890.0,ZRH_Monday,154.43839
ZRH,AF,Monday,840,1130.0,ZRH_Monday,153.48688
ZRH,UX,Tuesday,330,665.0,ZRH_Tuesday,122.88657
ZRH,AZ,Tuesday,310,645.0,ZRH_Tuesday,134.55208
ZRH,AZ,Tuesday,935,1155.0,ZRH_Tuesday,133.78995
ZRH,UX,Tuesday,1325,1110.0,ZRH_Tuesday,133.2656
ZRH,IB,Tuesday,110,580.0,ZRH_Tuesday,133.94295
ZRH,IB,Tuesday,110,1295.0,ZRH_Tuesday,134.14084
ZRH,VY,Tuesday,110,580.0,ZRH_Tuesday,134.2357
ZRH,VY,Tuesday,110,1295.0,ZRH_Tuesday,134.58415
ZRH,AF,Tuesday,245,1130.0,ZRH_Tuesday,151.63216
ZRH,AF,Tuesday,255,645.0,ZRH_Tuesday,152.1956
ZRH,AF,Tuesday,280,390.0,ZRH_Tuesday,152.7866
ZRH,AF,Tuesday,380,645.0,ZRH_Tuesday,153.88805
ZRH,AF,Tuesday,450,390.0,ZRH_Tuesday,154.91853
ZRH,AF,Tuesday,840,1130.0,ZRH_Tuesday,153.55191
ZRH,AF,Tuesday,275,715.0,ZRH_Tuesday,152.58696
ZRH,UX,Wednesday,330,665.0,ZRH_Wednesday,123.49879
ZRH,UX,Wednesday,865,1110.0,ZRH_Wednesday,133.42484
ZRH,VY,Wednesday,110,580.0,ZRH_Wednesday,132.1826
ZRH,AZ,Wednesday,310,645.0,ZRH_Wednesday,138.24022
ZRH,AZ,Wednesday,935,1155.0,ZRH_Wednesday,134.97894
ZRH,UX,Wednesday,1310,665.0,ZRH_Wednesday,139.07336
ZRH,UX,Wednesday,1325,1110.0,ZRH_Wednesday,134.80988
ZRH,IB,Wednesday,110,580.0,ZRH_Wednesday,133.94295
ZRH,IB,Wednesday,110,1295.0,ZRH_Wednesday,134.14084
ZRH,VY,Wednesday,110,1295.0,ZRH_Wednesday,133.39859
ZRH,AF,Wednesday,840,1130.0,ZRH_Wednesday,153.55191
ZRH,TP,Wednesday,1065,1080.0,ZRH_Wednesday,158.55292
ZRH,AF,Wednesday,275,715.0,ZRH_Wednesday,152.58696
ZRH,AF,Wednesday,335,1050.0,ZRH_Wednesday,152.33037
ZRH,AF,Wednesday,450,540.0,ZRH_Wednesday,154.00319
ZRH,UX,Thursday,330,665.0,ZRH_Thursday,127.0757
ZRH,AZ,Thursday,935,1155.0,ZRH_Thursday,140.85315
ZRH,IB,Thursday,110,580.0,ZRH_Thursday,134.08159
ZRH,IB,Thursday,110,1295.0,ZRH_Thursday,134.27948
ZRH,VY,Thursday,110,580.0,ZRH_Thursday,134.37434
ZRH,VY,Thursday,110,1295.0,ZRH_Thursday,134.7228
ZRH,AF,Thursday,280,390.0,ZRH_Thursday,151.90814
ZRH,AF,Thursday,450,390.0,ZRH_Thursday,154.04007
ZRH,JU,Thursday,745,1240.0,ZRH_Thursday,143.07503
ZRH,JU,Thursday,1385,1240.0,ZRH_Thursday,141.11325
ZRH,TP,Thursday,455,370.0,ZRH_Thursday,160.52426
ZRH,AF,Thursday,275,715.0,ZRH_Thursday,150.6563
ZRH,AF,Thursday,290,855.0,ZRH_Thursday,149.95549
ZRH,AF,Thursday,325,410.0,ZRH_Thursday,155.03082
ZRH,AF,Thursday,335,1050.0,ZRH_Thursday,150.3997
ZRH,UX,Friday,330,665.0,ZRH_Friday,122.4379
ZRH,AZ,Friday,935,1155.0,ZRH_Friday,136.1518
ZRH,UX,Friday,1325,1110.0,ZRH_Friday,134.95233
ZRH,A3,Friday,905,1160.0,ZRH_Friday,153.72496
ZRH,IB,Friday,110,575.0,ZRH_Friday,135.19244
ZRH,IB,Friday,110,1295.0,ZRH_Friday,135.99919
ZRH,VY,Friday,110,575.0,ZRH_Friday,132.28326
ZRH,VY,Friday,110,1090.0,ZRH_Friday,135.86963
ZRH,VY,Friday,110,1295.0,ZRH_Friday,136.40872
ZRH,AZ,Friday,310,645.0,ZRH_Friday,136.97449
ZRH,A3,Friday,1230,1225.0,ZRH_Friday,151.28885
ZRH,UX,Friday,865,1110.0,ZRH_Friday,134.72842
ZRH,JU,Friday,615,570.0,ZRH_Friday,147.49104
ZRH,JU,Friday,745,1240.0,ZRH_Friday,145.30394
ZRH,AF,Friday,275,715.0,ZRH_Friday,154.47847
ZRH,UX,Saturday,330,665.0,ZRH_Saturday,123.90508
ZRH,AZ,Saturday,935,1155.0,ZRH_Saturday,133.33395
ZRH,AF,Saturday,275,715.0,ZRH_Saturday,153.60548
ZRH,AF,Saturday,290,855.0,ZRH_Saturday,152.90468
ZRH,AF,Saturday,325,410.0,ZRH_Saturday,157.25946
ZRH,AF,Saturday,430,715.0,ZRH_Saturday,156.20555
ZRH,AF,Saturday,450,540.0,ZRH_Saturday,157.88359
ZRH,AF,Saturday,1015,1050.0,ZRH_Saturday,152.95331
ZRH,AF,Saturday,1125,1050.0,ZRH_Saturday,153.37434
ZRH,AF,Saturday,1210,855.0,ZRH_Saturday,153.89476
ZRH,IB,Saturday,110,580.0,ZRH_Saturday,134.91302
ZRH,IB,Saturday,110,1295.0,ZRH_Saturday,134.81453
ZRH,VY,Saturday,110,580.0,ZRH_Saturday,135.04861
ZRH,VY,Saturday,110,1295.0,ZRH_Saturday,135.3456
ZRH,AZ,Saturday,310,645.0,ZRH_Saturday,136.10275
ZRH,JU,Sunday,1385,1240.0,ZRH_Sunday,137.49876
ZRH,AZ,Sunday,935,1155.0,ZRH_Sunday,134.07254
ZRH,AF,Sunday,275,715.0,ZRH_Sunday,152.58696
ZRH,AF,Sunday,290,855.0,ZRH_Sunday,151.88615
ZRH,AF,Sunday,325,410.0,ZRH_Sunday,155.90929
ZRH,AF,Sunday,335,1050.0,ZRH_Sunday,152.33037
ZRH,AF,Sunday,430,715.0,ZRH_Sunday,154.49606
ZRH,AF,Sunday,450,540.0,ZRH_Sunday,154.00319
ZRH,AF,Sunday,530,855.0,ZRH_Sunday,153.85881
ZRH,AF,Sunday,915,1150.0,ZRH_Sunday,152.59372
ZRH,AF,Sunday,1015,1050.0,ZRH_Sunday,150.98178
ZRH,AF,Sunday,1025,1150.0,ZRH_Sunday,151.17282
ZRH,IB,Sunday,110,580.0,ZRH_Sunday,133.97849
ZRH,IB,Sunday,110,1295.0,ZRH_Sunday,134.17638
ZRH,VY,Sunday,110,580.0,ZRH_Sunday,134.27124
ZRH,JU,Monday,615,570.0,ZRH_Monday,146.58809
ZRH,UX,Monday,330,665.0,ZRH_Monday,122.6671
ZRH,AZ,Monday,935,1155.0,ZRH_Monday,133.85306
ZRH,AF,Monday,915,1150.0,ZRH_Monday,152.52869
ZRH,AF,Monday,1010,1055.0,ZRH_Monday,150.91675
ZRH,AF,Monday,1025,1150.0,ZRH_Monday,151.10779
ZRH,IB,Monday,110,580.0,ZRH_Monday,133.72346
ZRH,IB,Monday,110,1295.0,ZRH_Monday,134.02148
ZRH,VY,Monday,110,580.0,ZRH_Monday,134.01622
ZRH,VY,Monday,110,1295.0,ZRH_Monday,134.4648
ZRH,AF,Monday,245,1130.0,ZRH_Monday,151.56712
ZRH,AF,Monday,270,890.0,ZRH_Monday,151.82951
ZRH,AF,Monday,380,645.0,ZRH_Monday,153.82301
ZRH,AF,Monday,485,890.0,ZRH_Monday,154.43839
ZRH,AF,Monday,840,1130.0,ZRH_Monday,153.48688
ZRH,UX,Tuesday,330,665.0,ZRH_Tuesday,122.88657
ZRH,AZ,Tuesday,310,645.0,ZRH_Tuesday,134.55208
ZRH,UX,Tuesday,1325,1110.0,ZRH_Tuesday,133.2656
ZRH,AF,Tuesday,275,715.0,ZRH_Tuesday,152.58696
ZRH,AF,Tuesday,290,855.0,ZRH_Tuesday,151.88615
ZRH,AF,Tuesday,325,410.0,ZRH_Tuesday,155.90929
ZRH,AF,Tuesday,335,1050.0,ZRH_Tuesday,152.33037
ZRH,AF,Tuesday,430,715.0,ZRH_Tuesday,154.49606
ZRH,AF,Tuesday,450,540.0,ZRH_Tuesday,154.00319
ZRH,AF,Tuesday,530,855.0,ZRH_Tuesday,153.85881
ZRH,AF,Tuesday,915,1150.0,ZRH_Tuesday,152.59372
ZRH,AF,Tuesday,1015,1050.0,ZRH_Tuesday,150.98178
ZRH,AF,Tuesday,1025,1150.0,ZRH_Tuesday,151.17282
ZRH,IB,Tuesday,110,580.0,ZRH_Tuesday,133.94295
ZRH,IB,Tuesday,110,1295.0,ZRH_Tuesday,134.14084
ZRH,UX,Wednesday,330,665.0,ZRH_Wednesday,123.49879
ZRH,AZ,Wednesday,935,1155.0,ZRH_Wednesday,134.97894
ZRH,UX,Wednesday,1325,1110.0,ZRH_Wednesday,134.80988
ZRH,AF,Wednesday,275,715.0,ZRH_Wednesday,152.58696
ZRH,AF,Wednesday,290,855.0,ZRH_Wednesday,151.88615
ZRH,AF,Wednesday,325,410.0,ZRH_Wednesday,155.90929
ZRH,AF,Wednesday,335,1050.0,ZRH_Wednesday,152.33037
ZRH,AF,Wednesday,430,715.0,ZRH_Wednesday,154.49606
ZRH,AF,Wednesday,450,540.0,ZRH_Wednesday,154.00319
ZRH,AF,Wednesday,530,855.0,ZRH_Wednesday,153.85881
ZRH,AF,Wednesday,915,1150.0,ZRH_Wednesday,152.59372
ZRH,AF,Wednesday,1015,1050.0,ZRH_Wednesday,150.98178
ZRH,AF,Wednesday,1025,1150.0,ZRH_Wednesday,151.17282
ZRH,IB,Wednesday,110,580.0,ZRH_Wednesday,133.94295
ZRH,IB,Wednesday,110,1295.0,ZRH_Wednesday,134.14084
ZRH,JU,Thursday,1385,1240.0,ZRH_Thursday,141.11325
ZRH,UX,Thursday,330,665.0,ZRH_Thursday,127.0757
ZRH,AF,Thursday,275,715.0,ZRH_Thursday,150.6563
ZRH,AF,Thursday,290,855.0,ZRH_Thursday,149.95549
ZRH,AF,Thursday,325,410.0,ZRH_Thursday,155.03082
ZRH,AF,Thursday,335,1050.0,ZRH_Thursday,150.3997
ZRH,AF,Thursday,430,715.0,ZRH_Thursday,152.5654
ZRH,AF,Thursday,450,540.0,ZRH_Thursday,152.07253
ZRH,AF,Thursday,530,855.0,ZRH_Thursday,151.92815
ZRH,AF,Thursday,915,1150.0,ZRH_Thursday,150.66306
ZRH,AF,Thursday,1015,1050.0,ZRH_Thursday,149.05112
ZRH,AF,Thursday,1025,1150.0,ZRH_Thursday,149.24216
ZRH,IB,Thursday,110,580.0,ZRH_Thursday,134.08159
ZRH,IB,Thursday,110,1295.0,ZRH_Thursday,134.27948
ZRH,VY,Thursday,110,580.0,ZRH_Thursday,134.37434
BRU,VY,Wednesday,125,580.0,BRU_Wednesday,92.078354
BRU,IB,Wednesday,120,910.0,BRU_Wednesday,90.20499
BRU,IB,Wednesday,124,1315.0,BRU_Wednesday,91.26613
BRU,IB,Wednesday,125,580.0,BRU_Wednesday,92.63743
BRU,IB,Wednesday,125,1030.0,BRU_Wednesday,92.14569
BRU,VY,Wednesday,120,910.0,BRU_Wednesday,89.3708
BRU,VY,Wednesday,124,1315.0,BRU_Wednesday,90.627174
