origin,destination,date,price,airline,duration,segments,duration_min,departure_dt,arrival_dt,dep_date,dep_time,dep_minutes,arr_date,arr_time,arr_minutes,weekday
BCN,CDG,2026-04-03,92,Vueling,7200,0,120.0,2026-04-03 07:25:00,2026-04-03 09:25:00,2026-04-03,07:25:00,445,2026-04-03,09:25:00,565,Friday
BCN,CDG,2026-04-03,92,Vueling,7200,0,120.0,2026-04-03 10:50:00,2026-04-03 12:50:00,2026-04-03,10:50:00,650,2026-04-03,12:50:00,770,Friday
BCN,CDG,2026-04-03,115,Air France,6900,0,115.0,2026-04-03 15:50:00,2026-04-03 17:45:00,2026-04-03,15:50:00,950,2026-04-03,17:45:00,1065,Friday
BCN,CDG,2026-04-03,115,Air France,6900,0,115.0,2026-04-03 16:40:00,2026-04-03 18:35:00,2026-04-03,16:40:00,1000,2026-04-03,18:35:00,1115,Friday
BCN,CDG,2026-04-03,115,Air France,6900,0,115.0,2026-04-03 18:10:00,2026-04-03 20:05:00,2026-04-03,18:10:00,1090,2026-04-03,20:05:00,1205,Friday
BCN,CDG,2026-04-03,73,Air Serbia,35400,1,590.0,2026-04-03 09:55:00,2026-04-03 19:45:00,2026-04-03,09:55:00,595,2026-04-03,19:45:00,1185,Friday
BCN,CDG,2026-04-03,73,Air Serbia,84000,1,1400.0,2026-04-03 09:55:00,2026-04-04 09:15:00,2026-04-03,09:55:00,595,2026-04-04,09:15:00,555,Friday
BCN,CDG,2026-04-03,73,Air Serbia,45600,1,760.0,2026-04-03 20:35:00,2026-04-04 09:15:00,2026-04-03,20:35:00,1235,2026-04-04,09:15:00,555,Friday
BCN,CDG,2026-04-03,73,Air Serbia,83400,1,1390.0,2026-04-03 20:35:00,2026-04-04 19:45:00,2026-04-03,20:35:00,1235,2026-04-04,19:45:00,1185,Friday
BCN,CDG,2026-04-04,36,Vueling,7200,0,120.0,2026-04-04 17:40:00,2026-04-04 19:40:00,2026-04-04,17:40:00,1060,2026-04-04,19:40:00,1180,Saturday
BCN,CDG,2026-04-04,42,Vueling,7200,0,120.0,2026-04-04 07:25:00,2026-04-04 09:25:00,2026-04-04,07:25:00,445,2026-04-04,09:25:00,565,Saturday
BCN,CDG,2026-04-04,42,Vueling,7200,0,120.0,2026-04-04 13:10:00,2026-04-04 15:10:00,2026-04-04,13:10:00,790,2026-04-04,15:10:00,910,Saturday
BCN,CDG,2026-04-04,126,Air France,6900,0,115.0,2026-04-04 15:50:00,2026-04-04 17:45:00,2026-04-04,15:50:00,950,2026-04-04,17:45:00,1065,Saturday
BCN,CDG,2026-04-04,97,Iberia,52500,1,875.0,2026-04-04 09:15:00,2026-04-04 23:50:00,2026-04-04,09:15:00,555,2026-04-04,23:50:00,1430,Saturday
BCN,CDG,2026-04-04,97,Iberia,47700,1,795.0,2026-04-04 10:35:00,2026-04-04 23:50:00,2026-04-04,10:35:00,635,2026-04-04,23:50:00,1430,Saturday
BCN,CDG,2026-04-04,97,Iberia,32400,1,540.0,2026-04-04 14:50:00,2026-04-04 23:50:00,2026-04-04,14:50:00,890,2026-04-04,23:50:00,1430,Saturday
BCN,CDG,2026-04-04,104,KLM,20400,1,340.0,2026-04-04 13:25:00,2026-04-04 19:05:00,2026-04-04,13:25:00,805,2026-04-04,19:05:00,1145,Saturday
BCN,CDG,2026-04-04,104,KLM,30300,1,505.0,2026-04-04 13:25:00,2026-04-04 21:50:00,2026-04-04,13:25:00,805,2026-04-04,21:50:00,1310,Saturday
BCN,CDG,2026-04-04,105,ITA,73500,1,1225.0,2026-04-04 16:50:00,2026-04-05 13:15:00,2026-04-04,16:50:00,1010,2026-04-05,13:15:00,795,Saturday
BCN,CDG,2026-04-05,36,Vueling,7200,0,120.0,2026-04-05 07:25:00,2026-04-05 09:25:00,2026-04-05,07:25:00,445,2026-04-05,09:25:00,565,Sunday
BCN,CDG,2026-04-05,54,Vueling,7200,0,120.0,2026-04-05 10:50:00,2026-04-05 12:50:00,2026-04-05,10:50:00,650,2026-04-05,12:50:00,770,Sunday
BCN,CDG,2026-04-05,58,Vueling,7200,0,120.0,2026-04-05 13:20:00,2026-04-05 15:20:00,2026-04-05,13:20:00,800,2026-04-05,15:20:00,920,Sunday
BCN,CDG,2026-04-05,115,Air France,6900,0,115.0,2026-04-05 06:10:00,2026-04-05 08:05:00,2026-04-05,06:10:00,370,2026-04-05,08:05:00,485,Sunday
BCN,CDG,2026-04-05,115,Air France,6900,0,115.0,2026-04-05 15:50:00,2026-04-05 17:45:00,2026-04-05,15:50:00,950,2026-04-05,17:45:00,1065,Sunday
BCN,CDG,2026-04-05,115,Air France,6900,0,115.0,2026-04-05 16:40:00,2026-04-05 18:35:00,2026-04-05,16:40:00,1000,2026-04-05,18:35:00,1115,Sunday
BCN,CDG,2026-04-05,115,Air France,6900,0,115.0,2026-04-05 18:10:00,2026-04-05 20:05:00,2026-04-05,18:10:00,1090,2026-04-05,20:05:00,1205,Sunday
BCN,CDG,2026-04-05,97,Iberia,47700,1,795.0,2026-04-05 10:35:00,2026-04-05 23:50:00,2026-04-05,10:35:00,635,2026-04-05,23:50:00,1430,Sunday
BCN,CDG,2026-04-05,97,Iberia,36900,1,615.0,2026-04-05 13:35:00,2026-04-05 23:50:00,2026-04-05,13:35:00,815,2026-04-05,23:50:00,1430,Sunday
BCN,CDG,2026-04-05,97,Iberia,32400,1,540.0,2026-04-05 14:50:00,2026-04-05 23:50:00,2026-04-05,14:50:00,890,2026-04-05,23:50:00,1430,Sunday
BCN,CDG,2026-04-06,54,Vueling,7200,0,120.0,2026-04-06 07:25:00,2026-04-06 09:25:00,2026-04-06,07:25:00,445,2026-04-06,09:25:00,565,Monday
BCN,CDG,2026-04-06,114,Vueling,7200,0,120.0,2026-04-06 10:50:00,2026-04-06 12:50:00,2026-04-06,10:50:00,650,2026-04-06,12:50:00,770,Monday
BCN,CDG,2026-04-06,142,Vueling,7200,0,120.0,2026-04-06 17:45:00,2026-04-06 19:45:00,2026-04-06,17:45:00,1065,2026-04-06,19:45:00,1185,Monday
BCN,CDG,2026-04-06,165,Air France,6900,0,115.0,2026-04-06 21:15:00,2026-04-06 23:10:00,2026-04-06,21:15:00,1275,2026-04-06,23:10:00,1390,Monday
BCN,CDG,2026-04-06,167,Vueling,7200,0,120.0,2026-04-06 13:20:00,2026-04-06 15:20:00,2026-04-06,13:20:00,800,2026-04-06,15:20:00,920,Monday
BCN,CDG,2026-04-06,196,Air France,6900,0,115.0,2026-04-06 15:50:00,2026-04-06 17:45:00,2026-04-06,15:50:00,950,2026-04-06,17:45:00,1065,Monday
BCN,CDG,2026-04-06,73,Air Serbia,45600,1,760.0,2026-04-06 20:35:00,2026-04-07 09:15:00,2026-04-06,20:35:00,1235,2026-04-07,09:15:00,555,Monday
BCN,CDG,2026-04-06,117,Air Serbia,84000,1,1400.0,2026-04-06 09:55:00,2026-04-07 09:15:00,2026-04-06,09:55:00,595,2026-04-07,09:15:00,555,Monday
BCN,CDG,2026-04-06,117,Air Serbia,83400,1,1390.0,2026-04-06 20:35:00,2026-04-07 19:45:00,2026-04-06,20:35:00,1235,2026-04-07,19:45:00,1185,Monday
BCN,CDG,2026-04-06,141,Air Serbia,35400,1,590.0,2026-04-06 09:55:00,2026-04-06 19:45:00,2026-04-06,09:55:00,595,2026-04-06,19:45:00,1185,Monday
BCN,CDG,2026-04-07,58,Vueling,7200,0,120.0,2026-04-07 07:25:00,2026-04-07 09:25:00,2026-04-07,07:25:00,445,2026-04-07,09:25:00,565,Tuesday
BCN,CDG,2026-04-07,69,Vueling,7200,0,120.0,2026-04-07 13:20:00,2026-04-07 15:20:00,2026-04-07,13:20:00,800,2026-04-07,15:20:00,920,Tuesday
BCN,CDG,2026-04-07,115,Air France,6900,0,115.0,2026-04-07 16:40:00,2026-04-07 18:35:00,2026-04-07,16:40:00,1000,2026-04-07,18:35:00,1115,Tuesday
BCN,CDG,2026-04-07,97,Iberia,54000,1,900.0,2026-04-07 08:50:00,2026-04-07 23:50:00,2026-04-07,08:50:00,530,2026-04-07,23:50:00,1430,Tuesday
BCN,CDG,2026-04-07,97,Iberia,47700,1,795.0,2026-04-07 10:35:00,2026-04-07 23:50:00,2026-04-07,10:35:00,635,2026-04-07,23:50:00,1430,Tuesday
BCN,CDG,2026-04-07,97,Iberia,36900,1,615.0,2026-04-07 13:35:00,2026-04-07 23:50:00,2026-04-07,13:35:00,815,2026-04-07,23:50:00,1430,Tuesday
BCN,CDG,2026-04-07,97,Iberia,24600,1,410.0,2026-04-07 17:00:00,2026-04-07 23:50:00,2026-04-07,17:00:00,1020,2026-04-07,23:50:00,1430,Tuesday
BCN,CDG,2026-04-07,97,Iberia,20100,1,335.0,2026-04-07 18:15:00,2026-04-07 23:50:00,2026-04-07,18:15:00,1095,2026-04-07,23:50:00,1430,Tuesday
BCN,CDG,2026-04-07,97,Iberia,17700,1,295.0,2026-04-07 18:55:00,2026-04-07 23:50:00,2026-04-07,18:55:00,1135,2026-04-07,23:50:00,1430,Tuesday
BCN,CDG,2026-04-07,110,ITA,62400,1,1040.0,2026-04-07 06:20:00,2026-04-07 23:40:00,2026-04-07,06:20:00,380,2026-04-07,23:40:00,1420,Tuesday
BCN,CDG,2026-04-08,42,Vueling,7200,0,120.0,2026-04-08 07:25:00,2026-04-08 09:25:00,2026-04-08,07:25:00,445,2026-04-08,09:25:00,565,Wednesday
BCN,CDG,2026-04-08,58,Vueling,7200,0,120.0,2026-04-08 10:50:00,2026-04-08 12:50:00,2026-04-08,10:50:00,650,2026-04-08,12:50:00,770,Wednesday
BCN,CDG,2026-04-08,89,Air France,6900,0,115.0,2026-04-08 15:50:00,2026-04-08 17:45:00,2026-04-08,15:50:00,950,2026-04-08,17:45:00,1065,Wednesday
BCN,CDG,2026-04-08,89,Air France,6900,0,115.0,2026-04-08 16:40:00,2026-04-08 18:35:00,2026-04-08,16:40:00,1000,2026-04-08,18:35:00,1115,Wednesday
BCN,CDG,2026-04-08,89,Air France,6900,0,115.0,2026-04-08 06:10:00,2026-04-08 08:05:00,2026-04-08,06:10:00,370,2026-04-08,08:05:00,485,Wednesday
BCN,CDG,2026-04-08,89,Air France,6900,0,115.0,2026-04-08 18:10:00,2026-04-08 20:05:00,2026-04-08,18:10:00,1090,2026-04-08,20:05:00,1205,Wednesday
BCN,CDG,2026-04-08,89,Air France,6900,0,115.0,2026-04-08 21:15:00,2026-04-08 23:10:00,2026-04-08,21:15:00,1275,2026-04-08,23:10:00,1390,Wednesday
BCN,CDG,2026-04-08,99,Vueling,7200,0,120.0,2026-04-08 13:50:00,2026-04-08 15:50:00,2026-04-08,13:50:00,830,2026-04-08,15:50:00,950,Wednesday
BCN,CDG,2026-04-08,110,ITA,24900,1,415.0,2026-04-08 06:20:00,2026-04-08 13:15:00,2026-04-08,06:20:00,380,2026-04-08,13:15:00,795,Wednesday
BCN,CDG,2026-04-08,110,ITA,39600,1,660.0,2026-04-08 06:20:00,2026-04-08 17:20:00,2026-04-08,06:20:00,380,2026-04-08,17:20:00,1040,Wednesday
BCN,CDG,2026-04-09,42,Vueling,7200,0,120.0,2026-04-09 07:25:00,2026-04-09 09:25:00,2026-04-09,07:25:00,445,2026-04-09,09:25:00,565,Thursday
BCN,CDG,2026-04-09,42,Vueling,7200,0,120.0,2026-04-09 13:20:00,2026-04-09 15:20:00,2026-04-09,13:20:00,800,2026-04-09,15:20:00,920,Thursday
BCN,CDG,2026-04-09,89,Air France,6900,0,115.0,2026-04-09 10:05:00,2026-04-09 12:00:00,2026-04-09,10:05:00,605,2026-04-09,12:00:00,720,Thursday
BCN,CDG,2026-04-09,89,Air France,6900,0,115.0,2026-04-09 15:50:00,2026-04-09 17:45:00,2026-04-09,15:50:00,950,2026-04-09,17:45:00,1065,Thursday
BCN,CDG,2026-04-09,89,Air France,6900,0,115.0,2026-04-09 16:40:00,2026-04-09 18:35:00,2026-04-09,16:40:00,1000,2026-04-09,18:35:00,1115,Thursday
BCN,CDG,2026-04-09,89,Air France,6900,0,115.0,2026-04-09 06:10:00,2026-04-09 08:05:00,2026-04-09,06:10:00,370,2026-04-09,08:05:00,485,Thursday
BCN,CDG,2026-04-09,89,Air France,6900,0,115.0,2026-04-09 18:10:00,2026-04-09 20:05:00,2026-04-09,18:10:00,1090,2026-04-09,20:05:00,1205,Thursday
BCN,CDG,2026-04-09,89,Air France,6900,0,115.0,2026-04-09 21:15:00,2026-04-09 23:10:00,2026-04-09,21:15:00,1275,2026-04-09,23:10:00,1390,Thursday
BCN,CDG,2026-04-09,110,ITA,62400,1,1040.0,2026-04-09 06:20:00,2026-04-09 23:40:00,2026-04-09,06:20:00,380,2026-04-09,23:40:00,1420,Thursday
BCN,CDG,2026-04-09,110,ITA,43200,1,720.0,2026-04-09 11:40:00,2026-04-09 23:40:00,2026-04-09,11:40:00,700,2026-04-09,23:40:00,1420,Thursday
BCN,CDG,2026-04-10,48,Vueling,7200,0,120.0,2026-04-10 13:20:00,2026-04-10 15:20:00,2026-04-10,13:20:00,800,2026-04-10,15:20:00,920,Friday
BCN,CDG,2026-04-10,48,Vueling,7200,0,120.0,2026-04-10 07:25:00,2026-04-10 09:25:00,2026-04-10,07:25:00,445,2026-04-10,09:25:00,565,Friday
BCN,CDG,2026-04-10,58,Vueling,7200,0,120.0,2026-04-10 10:50:00,2026-04-10 12:50:00,2026-04-10,10:50:00,650,2026-04-10,12:50:00,770,Friday
BCN,CDG,2026-04-10,77,Air France,6900,0,115.0,2026-04-10 15:50:00,2026-04-10 17:45:00,2026-04-10,15:50:00,950,2026-04-10,17:45:00,1065,Friday
BCN,CDG,2026-04-10,77,Air France,6900,0,115.0,2026-04-10 16:40:00,2026-04-10 18:35:00,2026-04-10,16:40:00,1000,2026-04-10,18:35:00,1115,Friday
BCN,CDG,2026-04-10,77,Air France,6900,0,115.0,2026-04-10 06:10:00,2026-04-10 08:05:00,2026-04-10,06:10:00,370,2026-04-10,08:05:00,485,Friday
BCN,CDG,2026-04-10,77,Air France,6900,0,115.0,2026-04-10 18:10:00,2026-04-10 20:05:00,2026-04-10,18:10:00,1090,2026-04-10,20:05:00,1205,Friday
BCN,CDG,2026-04-10,77,Air France,6900,0,115.0,2026-04-10 21:15:00,2026-04-10 23:10:00,2026-04-10,21:15:00,1275,2026-04-10,23:10:00,1390,Friday
BCN,CDG,2026-04-10,84,Air France,6900,0,115.0,2026-04-10 10:05:00,2026-04-10 12:00:00,2026-04-10,10:05:00,605,2026-04-10,12:00:00,720,Friday
BCN,CDG,2026-04-10,73,Air Serbia,84000,1,1400.0,2026-04-10 09:55:00,2026-04-11 09:15:00,2026-04-10,09:55:00,595,2026-04-11,09:15:00,555,Friday
BCN,LON,2026-03-12,73,Vueling,8400,0,140.0,2026-03-12 22:10:00,2026-03-12 23:30:00,2026-03-12,22:10:00,1330,2026-03-12,23:30:00,1410,Thursday
BCN,LON,2026-03-12,81,easy,8400,0,140.0,2026-03-12 10:40:00,2026-03-12 12:00:00,2026-03-12,10:40:00,640,2026-03-12,12:00:00,720,Thursday
BCN,LON,2026-03-12,81,Vueling,9000,0,150.0,2026-03-12 07:00:00,2026-03-12 08:30:00,2026-03-12,07:00:00,420,2026-03-12,08:30:00,510,Thursday
BCN,LON,2026-03-12,81,easy,8400,0,140.0,2026-03-12 22:15:00,2026-03-12 23:35:00,2026-03-12,22:15:00,1335,2026-03-12,23:35:00,1415,Thursday
BCN,LON,2026-03-12,84,easy,9000,0,150.0,2026-03-12 10:35:00,2026-03-12 12:05:00,2026-03-12,10:35:00,635,2026-03-12,12:05:00,725,Thursday
BCN,LON,2026-03-12,85,Vueling,9600,0,160.0,2026-03-12 07:30:00,2026-03-12 09:10:00,2026-03-12,07:30:00,450,2026-03-12,09:10:00,550,Thursday
BCN,LON,2026-03-12,99,easy,8700,0,145.0,2026-03-12 12:10:00,2026-03-12 13:35:00,2026-03-12,12:10:00,730,2026-03-12,13:35:00,815,Thursday
BCN,LON,2026-03-12,107,Vueling,8400,0,140.0,2026-03-12 13:50:00,2026-03-12 15:10:00,2026-03-12,13:50:00,830,2026-03-12,15:10:00,910,Thursday
BCN,LON,2026-03-12,110,Ryanair,9000,0,150.0,2026-03-12 06:00:00,2026-03-12 07:30:00,2026-03-12,06:00:00,360,2026-03-12,07:30:00,450,Thursday
BCN,LON,2026-03-12,115,Ryanair,9000,0,150.0,2026-03-12 19:25:00,2026-03-12 20:55:00,2026-03-12,19:25:00,1165,2026-03-12,20:55:00,1255,Thursday
BCN,LON,2026-03-13,59,Vueling,9000,0,150.0,2026-03-13 07:40:00,2026-03-13 09:10:00,2026-03-13,07:40:00,460,2026-03-13,09:10:00,550,Friday
BCN,LON,2026-03-13,63,Ryanair,9000,0,150.0,2026-03-13 23:10:00,2026-03-14 00:40:00,2026-03-13,23:10:00,1390,2026-03-14,00:40:00,40,Friday
BCN,LON,2026-03-13,65,Ryanair,9000,0,150.0,2026-03-13 21:40:00,2026-03-13 23:10:00,2026-03-13,21:40:00,1300,2026-03-13,23:10:00,1390,Friday
BCN,LON,2026-03-13,66,Vueling,8400,0,140.0,2026-03-13 12:30:00,2026-03-13 13:50:00,2026-03-13,12:30:00,750,2026-03-13,13:50:00,830,Friday
BCN,LON,2026-03-13,66,Vueling,9000,0,150.0,2026-03-13 07:00:00,2026-03-13 08:30:00,2026-03-13,07:00:00,420,2026-03-13,08:30:00,510,Friday
BCN,LON,2026-03-13,66,Vueling,8400,0,140.0,2026-03-13 10:50:00,2026-03-13 12:10:00,2026-03-13,10:50:00,650,2026-03-13,12:10:00,730,Friday
BCN,LON,2026-03-13,66,Vueling,8400,0,140.0,2026-03-13 17:55:00,2026-03-13 19:15:00,2026-03-13,17:55:00,1075,2026-03-13,19:15:00,1155,Friday
BCN,LON,2026-03-13,66,Vueling,8400,0,140.0,2026-03-13 20:40:00,2026-03-13 22:00:00,2026-03-13,20:40:00,1240,2026-03-13,22:00:00,1320,Friday
